_id,name,numeric,mcc,mnc,carrier_id,apn,user,server,password,proxy,port,mmsproxy,mmsport,mmsc,authtype,type,current,current1,sim_slot,protocol,roaming_protocol,carrier_enabled,bearer,bearer_bitmask,network_type_bitmask,mvno_type,mvno_match_data,sub_id,profile_id,modem_cognitive,max_conns,wait_time,max_conns_time,mtu,edited,user_visible,user_editable,owned_by,apn_set_id,roaming,skip_464xlat
4599,VZW Test Internet,001010,001,010,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4600,VZW Test FOTA,001010,001,010,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4601,VZW Test IMS,001010,001,010,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4602,VZW Test CBS,001010,001,010,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4603,VZW Test Internet,999999,999,999,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4604,VZW Test FOTA,999999,999,999,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4605,VZW Test IMS,999999,999,999,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4606,VZW Test CBS,999999,999,999,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4607,VZW Test Internet,99999,999,99,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4608,VZW Test FOTA,99999,999,99,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4609,VZW Test IMS,99999,999,99,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4610,VZW Test CBS,99999,999,99,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4611,VZW Test Internet,24681,246,81,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4612,VZW Test FOTA,24681,246,81,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4613,VZW Test IMS,24681,246,81,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4614,VZW Test CBS,24681,246,81,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4615,VZW Test Internet,246081,246,081,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4616,VZW Test FOTA,246081,246,081,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4617,VZW Test IMS,246081,246,081,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4618,VZW Test CBS,246081,246,081,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4619,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01470000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4620,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01470000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4621,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01470000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4622,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01470000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4623,VZW Test Internet,310028,310,028,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4624,VZW Test FOTA,310028,310,028,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4625,VZW Test IMS,310028,310,028,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4626,VZW Test CBS,310028,310,028,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4627,VZW Test Internet,311028,311,028,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4628,VZW Test FOTA,311028,311,028,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4629,VZW Test IMS,311028,311,028,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4630,VZW Test CBS,311028,311,028,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4631,VZW Test Internet,311390,311,390,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,0,1,20,0,300,1428,0,1,1,1,0,0,1
4632,VZW Test FOTA,311390,311,390,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,,,1,3,1,20,0,300,1428,0,1,1,1,0,0,1
4633,VZW Test IMS,311390,311,390,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,,,1,2,1,20,0,300,1428,0,1,1,1,0,0,1
4634,VZW Test CBS,311390,311,390,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,,,1,4,1,20,0,300,1428,0,1,1,1,0,0,1
4635,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01240000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4636,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01240000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4637,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01240000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4638,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01240000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4639,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01460000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4640,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01460000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4641,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01460000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4642,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01460000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4643,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01480000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4644,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01480000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4645,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01480000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4646,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01480000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4647,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01390000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4648,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01390000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4649,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01390000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4650,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01390000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4651,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01410000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4652,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01410000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4653,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01410000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4654,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01410000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4655,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01500000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4656,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01500000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4657,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01500000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4658,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01500000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4659,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01510000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4660,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01510000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4661,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01510000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4662,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01510000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4663,Verizon Internet,311480,311,480,-1,VZWINTERNET,,,,,,,,,-1,"default,dun,supl",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01530000000000,1,0,1,20,0,300,1428,0,1,0,1,0,0,1
4664,Verizon FOTA,311480,311,480,-1,VZWADMIN,,,,,,,,,-1,fota,,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01530000000000,1,3,1,20,0,300,1428,0,1,0,1,0,0,1
4665,Verizon IMS,311480,311,480,-1,IMS,,,,,,,,,-1,"ims,ia",,,-1,IPV4V6,IPV6,1,0,194311,193415,gid,BA01530000000000,1,2,1,20,0,300,1428,0,1,0,1,0,0,1
4666,Verizon CBS,311480,311,480,-1,VZWAPP,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"cbs,mms",,,-1,IPV4V6,IP,1,0,194311,193415,gid,BA01530000000000,1,4,1,20,0,300,1428,0,1,0,1,0,0,1
4667,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BAE0000000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4668,Verizon CDMA,20404,204,04,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BAE0000000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4669,Verizon CDMA,311270,311,270,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BAE0000000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4670,Verizon CDMA,312770,312,770,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BAE0000000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4671,Verizon CDMA,310004,310,004,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BAE0000000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4672,Verizon CDMA,00101,001,01,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4673,Verizon CDMA,001010,001,010,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4674,Verizon CDMA,999999,999,999,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4675,Verizon CDMA,99999,999,99,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4676,Verizon CDMA,24681,246,81,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4677,Verizon CDMA,246081,246,081,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4678,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01470000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4679,Verizon CDMA,310028,310,028,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4680,Verizon CDMA,311028,311,028,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4681,Verizon CDMA,311390,311,390,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,,,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4682,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01240000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4683,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01460000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4684,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01480000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4685,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01390000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4686,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01410000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4687,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01500000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4688,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01510000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4689,Verizon CDMA,311480,311,480,-1,cdma,,,,,,,,http://mms.vzwreseller.com/servlets/mms,-1,"default,dun,supl,cbs,mms,fota,bip",,,-1,IP,IP,1,0,2296,2168,gid,BA01530000000000,1,0,0,20,0,300,0,0,1,0,1,0,0,1
4690,WCW-INTERNET,310180,310,180,-1,internet.wcc.net,13257630000,,mmsc,,,,,,0,"default,supl,xcap",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4691,WCW-MMS,310180,310,180,-1,mms.wcc.net,13257630000,,mmsc,,,209.55.70.246,80,http://mms.wcc.net,3,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4692,WCW-IMS,310180,310,180,-1,ims,,,,,,,,,0,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,1300,0,1,0,1,0,0,-1
4693,TRACFONE,330110,330,110,-1,wap.tracfone,,,,,,,,http://mmsg.claropr.com:10021/mmsc,0,"default,supl,mms",,,-1,IPV4V6,IPV4V6,1,0,0,0,gid,DEFF,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4694,WCW_MMSONLY,310180,310,180,-1,mms.wcc.net,13257630000,,mmsc,209.55.70.246,80,209.55.70.246,80,http://mms.wcc.net,3,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4695,ISP,310320,310,320,-1,isp.cellularoneaz.net,,,,,,,,,-1,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4696,MMS,310320,310,320,-1,wap.c1csky.net,,,,,,209.4.229.94,9401,http://mmsc.c1neaz.csky.us:6672,0,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4697,Viaero Internet,310450,310,450,-1,internet.vedge.com,,,,,,,,,0,"default,supl",,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4698,Viaero MMS,310450,310,450,-1,mms,,,,,,10.168.3.23,9401,http://mms.viaero.com,0,mms,,,-1,IP,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4699,Viaero IMS,310450,310,450,-1,ims,,,,,,,,,0,ims,,,-1,IPV6,IPV6,1,0,0,0,,,1,0,0,20,0,300,1300,0,0,0,1,0,0,-1
4700,WEB 2,310770,310,770,-1,i2.iwireless.com,,,,,,,,,0,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4701,WEB 1,310770,310,770,-1,wap1.iwireless.com,,,,209.4.229.31,9401,209.4.229.31,9201,http://mmsc.iwireless.dataonair.net:6672,0,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4702,GCI WEB,311370,311,370,-1,web.gci,,,,,,,,,0,"default,supl,hipri",,,-1,IPV4V6,IP,1,0,0,0,gid,0050,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4703,GCI MMS,311370,311,370,-1,hos.gci,,,,,,24.237.158.34,9201,http://mmsc.gci.net,0,mms,,,-1,IPV4V6,IP,1,0,0,0,gid,0050,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4704,GCI IMS,311370,311,370,-1,ims,,,,,,,,,0,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,gid,0050,1,0,0,20,0,300,1450,0,0,0,1,0,0,-1
4705,GCI XCAP,311370,311,370,-1,hos.gci,,,,,,,,,0,xcap,,,-1,IPV4V6,IPV4V6,1,0,0,0,gid,0050,1,0,0,20,0,300,1450,0,0,0,1,0,0,-1
4706,GCI Service EPDG,311370,311,370,-1,service,,,,,,24.237.158.34,9201,http://mmsc.gci.net,0,"mms,xcap",,,-1,IPV4V6,IP,1,0,131072,131072,gid,0050,1,0,0,20,0,300,0,0,0,0,1,0,0,-1
4707,PTCI,311530,311,530,-1,ptci.mymobiletxt.com,,,,,,,,http://mms2.mymobiletxt.net,0,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,gid,5054,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4708,Cellular One Smartphone,310570,310,570,-1,internet,,,,,,,,,0,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4709,Cellular One MMS,310570,310,570,-1,clearsky,,,,,,209.4.229.229,9201,http://mmsc.mtpcs.csky.us:6672/,0,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4710,DTC WAP,310880,310,880,-1,wapdtcw.com,,,,,,,,,0,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4711,DTC MMS,310880,310,880,-1,mmsdtcw.com,,,,,,192.168.20.42,80,http://mmsdtcw.com,0,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4712,data,311500,311,500,-1,WAP,,,,,,209.4.229.46,9201,http://mmsc.ctc.csky.us:6672/,0,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4713,nep.data,310290,310,290,-1,nep.data,,,,,,,,,0,"default,supl",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4714,nep.mms,310290,310,290,-1,nep.mms,nep,,mmsc,,,,,http://mmsgprs.com,0,mms,,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4715,PINE WAP,311080,311,080,-1,wap.pine.com,,,,,,69.8.34.146,9401,http://69.8.34.146/mms/,0,"default,supl,mms",,,-1,IPV4V6,IP,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
4716,PINE IMS,311080,311,080,-1,ims,,,,,,,,,0,ims,,,-1,IPV4V6,IPV4V6,1,0,0,0,,,1,0,0,20,0,300,0,0,1,0,1,0,0,-1
