docid,c0parent_class,c1child_class,c2parent_title,c3child_title
1129615345,com.android.settings.location.LocationSettings,com.android.settings.location.RecentLocationRequestSeeAllFragment,Location,See all
1136058801,com.samsung.android.settings.display.SecFontSizePreferenceFragment,com.samsung.android.settings.display.SecFontSizePreferenceFragment,Font size and style,Bold font
1141206203,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,More typing options,Text shortcuts
1144841928,com.samsung.android.honeyboard.settings.smarttyping.moretypingoptions.MoreTypingOptionsSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,More typing options,Fuzzy pinyin input
1149390109,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,com.samsung.android.honeyboard.settings.chineseinputoptions.FuzzyPinyinSettings,Fuzzy pinyin input,zh = z
1153272636,com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.network.NetworkScorerPicker,Advanced,Show network quality info
1155906656,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Auto play motion photos
1161030552,com.android.settings.notification.zen.ZenModePeopleSettings,com.android.settings.notification.zen.ZenModePeopleSettings,"Calls, messages, and conversations",Calls
1164818221,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.directwriting.DirectWritingSettings,Samsung Keyboard,S Pen to text
1165194879,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,TalkBack suspend and resume shortcut
1165343033,com.samsung.android.settings.account.CloudAccountSettings,com.samsung.android.settings.account.CloudAccountSettings,Accounts and backup,Cloud189
1166301919,com.samsung.android.sm.score.ui.ScoreBoardActivity,com.samsung.android.sm.ram.RamActivity2,Battery and device care,Memory
1167367338,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.TouchPadGestureSettings,Mouse and trackpad,Touchpad gestures
1177525655,com.android.settings.sound.MediaControlsSettings,com.android.settings.sound.MediaControlsSettings,Media,Hide player when the media session has ended
1178313816,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,com.samsung.android.messaging.ui.view.setting.MainSettingActivity,Messages settings,More settings
1179266282,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.launcher3.settings.DeveloperOptionsFragment,Home screen settings,Developer Options
1181154445,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,Battery information,Battery status
1192500794,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Service provider info
1196651773,com.samsung.android.settings.notification.SecVibrationIntensitySettings,com.samsung.android.settings.notification.SecVibrationIntensitySettings,Vibration intensity,Hard press Home button
1197486516,com.android.launcher3.settings.usedex.HowToUseDex,com.android.launcher3.settings.usedex.ChangeAudioOutput,How to use Samsung DeX,Change the audio output
1197739875,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,EID
1203828779,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak when screen is off
1205711121,com.android.settings.system.ResetDashboardFragment,com.samsung.android.settings.general.ResetSettings,Reset,Reset all settings
1207608839,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,TV Mode
1211789409,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Record screen
1214254269,com.android.settings.notification.BubbleNotificationSettings,com.android.settings.notification.BubbleNotificationSettings,Bubbles,Conversations you set as Priority will appear as floating icons on top of other apps.
1215492498,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Always On Display
1216672422,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.AboutDesktopActivity,Samsung DeX,About Samsung DeX
1218410388,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Lock Screen Stories
1223787391,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Mobile data usage
1223788219,com.android.settings.notification.ConfigureNotificationSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Notifications,Advanced settings
1230379979,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.nfc.NfcSettings,Connections,NFC and contactless payments
1230929127,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Open Air command with Pen button
1232350581,com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.NfcSettings,NFC and contactless payments,Standard mode
1232509175,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,com.samsung.android.settings.biometrics.fingerprint.FingerprintEntry,Fingerprints,Add fingerprint
1233302855,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,com.samsung.android.honeyboard.settings.smarttyping.sticker.StickerSuggestionSettings,Suggest stickers while typing,Sticker suggestion method
1237277855,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,Floating keyboard
1251565454,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,Call settings,Call alerts and ringtone
1253844306,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Contact us
1256585017,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Share keyboard
1260430723,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Appearance
1261297423,com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Notifications
1261641304,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackDeveloperPreferencesActivity,Developer settings,Enable performance statistics
1262116522,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Brand
1262371420,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Color inversion
1265938273,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Select mock location app
1267749050,com.android.settings.datausage.DataSaverSummary,com.android.settings.datausage.DataSaverSummary,Data saver,Turn on now
1268975548,com.android.settings.datausage.DataUsageSummary,com.samsung.android.settings.datausage.MobileDataOnlySettings,Data usage,Mobile data only apps
1269694853,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Speak list and grid information
1271444005,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call alerts and ringtone,Call alerts and ringtone,Allow alarm/notification sounds in calls
1276404391,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.Status,Status information,Rated
1276600093,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Supplementary services,Supplementary services,Call waiting
1278137428,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Physical keyboard,Change language shortcut
1279365040,com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Dolby Atmos
1283909270,com.android.settings.notification.ConfigureNotificationSettings,com.android.settings.notification.ConfigureNotificationSettings,Notifications,Notification pop-up style
1285661812,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,About Samsung Keyboard
1287574009,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,When S Pen is removed
1288828902,com.samsung.android.settings.connection.OperatorServiceSettings,com.samsung.android.settings.connection.OperatorServiceSettings,Service provider apps,CMCC Online Service Hall
1293164223,com.android.launcher3.settings.DesktopSettingsActivity,com.android.launcher3.settings.ScreenZoomActivity,Samsung DeX,Screen zoom
1302009293,com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,General management,Mouse and trackpad
1304827715,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,App icon badges
1311433672,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,com.samsung.android.honeyboard.settings.styleandlayout.modes.ModesSettings,Mode,Standard keyboard
1314211877,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Keyboard shortcuts
1316464437,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.DockSettings,Accessories,About LED View Cover
1321295619,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,Advanced settings,Show network info
1330476650,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,com.samsung.android.settings.lockscreen.LockScreenNotificationSettings,Notifications,Show notifications on the Always On Display.
1330521982,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Detailed word databases
1330701458,com.samsung.android.app.settings.SettingsActivity,com.samsung.android.app.settings.SettingsActivity,Screenshots and screen recorder,Delete shared screenshots
1331649202,com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,HDMI mode
1336214677,com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,Use Volume keys for media
1340137265,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.lockscreen.FaceWidgetSettings,Accessories,Widgets
1343697682,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Call display while using apps,Call settings,Call display while using apps
1344487693,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Homepage
1347042486,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Internet settings,Report errors
1347140560,com.android.settings.AllInOneTetherSettings,com.android.settings.AllInOneTetherSettings,Mobile Hotspot and Tethering,Ethernet tethering
1347999094,com.samsung.android.settings.connection.WirelessSettings,com.android.settings.print.PrintSettingsFragment,More connection settings,Printing
1357881408,com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.Activities$UsefulSettingsActivity,Advanced settings,Voice Label
1359203442,com.android.settings.DisplaySettings,com.samsung.android.app.cocktailbarservice.cocktailsettings.EdgeScreenSettingsMain,Display,Handle
1361450894,com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,V COLORING
1363614012,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Temporary mute
1371319622,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.advanced.UsefulSettings,Accessibility,Advanced settings
1371586530,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,System sound/vibration control,Folder open/close sounds
1372657614,com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Clock style
1375749786,com.android.settings.LegalSettings,com.android.settings.LegalSettings,Legal information,Safety information
1377167600,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackVerbosityPreferencesActivity,Verbosity,Punctuation
1377970293,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Convert HEIF images when sharing
1386716604,com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Network notification
1386778087,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,"Swipe, touch, and feedback"
1387115333,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Daily Board
1389348714,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,com.samsung.accessibility.Activities$AccessibilitySettingsHearingActivity,Hearing enhancements,Live Caption
1389674974,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Layout
1390805509,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,OneDrive
1391237074,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.GigaLteSettings,Connections,NEXT G
1391679392,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Primary mouse button
1397337562,com.android.settings.datetime.DateTimeSettings,com.samsung.android.settings.lockscreen.DualClockSettings,Date and time,Dual clock
1405837253,com.samsung.android.settings.notification.FloatingIconsNotificationSettings,com.samsung.android.settings.smartpopupview.SmartPopupViewSettings,Floating notifications,Included apps
1411389395,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Codec
1411535966,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Enhance pointer precision
1414810401,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,com.samsung.android.settings.inputmethod.PhysicalKeyboardFragment,Physical keyboard,Show on-screen keyboard
1416563988,com.samsung.android.settings.accessories.DockSettings,com.samsung.android.settings.accessories.CoverScreenOrientation,Accessories,Text direction
1420175057,com.samsung.android.gallery.settings.activity.SettingActivity,com.samsung.android.gallery.settings.activity.SettingActivity,Gallery settings,Convert HDR10+ videos when sharing
1422636810,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Local terminal
1424030991,com.android.launcher3.settings.usedex.HowToUseDex,com.android.launcher3.settings.usedex.ChangePhysicalKeyboard,How to use Samsung DeX,Change physical keyboard layout
1426184877,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Force RTL layout direction
1426899269,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,More settings,Push messages
1429314522,com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.localepicker.LocaleListEditor,General management,Language
1431157152,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.homepage.AccessibilityHomepageActivity,Accessibility,TalkBack
1435957835,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,Video call effects
1438591509,com.android.settings.datetime.timezone.TimeZoneSettings,com.android.settings.datetime.timezone.TimeZoneSettings,Select time zone,UTC offset
1440490823,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Focus indicator
1448217769,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Swipe down for notification panel
1449848427,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Android security patch level
1457397095,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Insert next word with space key
1458118070,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.featureflags.FeatureFlagsDashboard,Developer options,Feature flags
1460513985,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Disable USB audio routing
1465097795,com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.OtherSecuritySettings,Other security settings,Set up/change password
1465391766,com.samsung.android.service.aircommand.settings.SPenSettingActivity,com.samsung.android.service.aircommand.settings.SPenSettingActivity,S Pen,Use S Pen in text areas
1467004721,com.samsung.android.app.aodservice.settings.AODSettingsMain,com.samsung.android.app.aodservice.settings.AODSettingsMain,Always On Display,Show as scheduled
1467575971,com.samsung.android.messaging.ui.view.setting.block.BlockNumbersAndMessagesActivity,com.samsung.android.messaging.ui.view.setting.block.BlockNumbersAndMessagesActivity,Block numbers and messages,Blocked messages
1469403135,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackHelpPreferencesActivity,TalkBack Settings,Tutorial and help
1470496697,com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.Activities$AccessibilitySettingsMobilityActivity,Interaction and dexterity,Answering and ending calls
1477087531,com.sec.android.app.soundalive.SAControlPanelActivity,com.sec.android.app.soundalive.SAControlPanelActivity,Sound quality and effects,Adapt sound
1478102816,com.samsung.android.app.calendar.activity.SettingsActivity,com.samsung.android.app.calendar.activity.SettingsActivity,Calendar settings,Wrap event titles to second line
1481937235,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,com.samsung.android.honeyboard.settings.chineseinputoptions.ChineseInputOptions,Chinese input options,Suggest rare words
1482063013,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SecSoundSystemFeedbackSettings,Sounds and vibration,System sound/vibration control
1486412191,com.samsung.accessibility.advanced.UsefulSettings,com.samsung.accessibility.advanced.flashnotification.FlashNotificationPreferenceFragment,Advanced settings,Flash notification
1492690591,com.samsung.android.settings.connection.ConnectionsSettings,com.samsung.android.settings.connection.ConnectionsSettings,Connections,Voice networks
1500658773,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Privacy and security,Warn about malicious sites
1502565235,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.samsung.android.settings.deviceinfo.Status,About phone,Status information
1516297672,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,com.android.settings.deviceinfo.aboutphone.MyDeviceInfoFragment,About phone,Send feedback about this device
1519676753,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.LockScreenSettings,Lock screen,Work profile lock
1521858641,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,com.samsung.android.settings.deviceinfo.SoftwareInfoSettings,Software information,Service provider software version
1523538531,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,com.samsung.android.settings.bluetooth.BluetoothAdvancedSettings,Advanced,Music Share
1527630593,com.samsung.android.settings.deviceinfo.status.SimStatus,com.samsung.android.settings.deviceinfo.status.SimStatus,SIM card status,Roaming
1528583021,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,com.samsung.android.app.telephonyui.callsettings.ui.preference.CallSettingsActivity$Real Time Text,Real Time Text,TTY mode
1530528179,com.android.settings.privacy.PrivacyDashboardFragment,com.android.settings.privacy.PrivacyDashboardFragment,Privacy,Your work policy info
1540612845,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,com.samsung.android.messaging.ui.view.setting.more.MoreSettingActivity,More settings,Show web previews
1550333202,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.Usefulfeature,Advanced features,S Pen
1551598769,com.samsung.android.settings.general.GeneralDeviceSettings,com.android.settings.tts.TextToSpeechSettings,General management,Text-to-speech
1562561112,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,com.samsung.android.accessibility.talkback.preference.TalkBackAdvancedPreferencesActivity,Advanced settings,Single-tap activation
1564461883,com.android.settings.users.UserSettings,com.android.settings.users.UserSettings,Users,Add user or profile
1564487320,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Verify bytecode of debuggable apps
1565408428,com.samsung.android.settings.nfc.NfcSettings,com.samsung.android.settings.nfc.TapAndPaySettings,NFC and contactless payments,Contactless payments
1567683488,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,com.samsung.android.sm.battery.ui.BatteryAdvancedMenuActivity,More battery settings,Show charging information
1569001116,com.android.homescreen.settings.HomeScreenSettingsActivity,com.android.homescreen.settings.HomeScreenSettingsActivity,Home screen settings,Show Apps screen button on Home screen
1569297521,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,com.samsung.android.settings.inputmethod.ChangeLanguageShortcutOptionFragment,Change language shortcut,Control + Space
1570329509,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Turn off A2DP hardware offload
1571880514,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,com.samsung.android.settings.lockscreen.SecuredLockSettingsMenu,Secure lock settings,Make pattern visible
1584507893,com.android.settings.DisplaySettings,com.samsung.android.settings.display.SecDarkModeSettingsFragment,Display,Dark mode settings
1588499148,com.android.settings.datausage.DataUsageSummary,com.android.settings.datausage.DataUsageSummary,Data usage,Confirm mobile data connection
1590767257,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,com.samsung.android.settings.deviceinfo.BatteryInfoSettings,Battery information,Battery level
1590934189,com.samsung.android.settings.deviceinfo.Status,com.samsung.android.settings.deviceinfo.status.ImeiInformation,Status information,IMEI information
1592889330,com.android.settings.wifi.ConfigureWifiSettings,com.android.settings.wifi.ConfigureWifiSettings,Advanced,Install network certificates
1593908275,com.android.settings.datetime.DateTimeSettings,com.android.settings.datetime.DateTimeSettings,Date and time,Time zone recommendation
1594373213,com.samsung.android.settings.connection.tether.SecTetherSettings,com.samsung.android.settings.connection.tether.SecTetherSettings,Mobile Hotspot and Tethering,USB tethering
1597479682,com.samsung.android.settings.usefulfeature.PanicModeSettings,com.samsung.android.settings.usefulfeature.PanicModeSettings,Panic mode,Send SOS messages
1604155590,com.samsung.android.settings.security.OtherSecuritySettings,com.android.settings.TrustedCredentialsSettings,Other security settings,View security certificates
1604275582,com.samsung.android.settings.general.GeneralDeviceSettings,com.samsung.android.settings.general.GeneralDeviceSettings,General management,Work profile keyboards and tools
1604945025,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Large file size
1605905036,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,com.samsung.android.settings.inputmethod.MouseAndTrackpadSettings,Mouse and trackpad,Wheel scrolling speed
1610586008,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,com.samsung.accessibility.assistantmenu.Activities$AssistantMenuSettingsActivity,Assistant menu,Select Assistant menu items
1612251721,com.sec.android.app.myfiles.external.ui.SettingsActivity,com.sec.android.app.myfiles.external.ui.SettingsActivity,My Files settings,Customization Service
1617123820,com.samsung.android.settings.connection.WirelessSettings,com.samsung.android.settings.connection.WirelessSettings,More connection settings,View Verizon Account
1618643499,com.samsung.android.settings.security.BiometricsAndSecuritySettings,com.samsung.android.settings.security.PowerOffLockOptionFragment,Biometrics and security,Power off lock
1621273000,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,Samsung Keyboard,Samsung Keyboard Lab.
1621524083,com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,KT twophone service
1622628426,com.samsung.android.settings.biometrics.face.FaceEntry,com.samsung.android.settings.biometrics.face.FaceEntry,Face recognition,Require open eyes
1627351156,com.samsung.android.settings.notification.ConfigureNotificationMoreSettings,com.android.settings.notification.app.ConversationListSettings,Advanced settings,Conversations
1627696392,com.samsung.accessibility.hearing.hearingaid.HearingAidPreferenceFragment,com.samsung.accessibility.Activities$HearingAidsActivity,Hearing aid support,Hearing aid compatibility
1634782408,com.samsung.android.settings.notification.SoundSettings,com.samsung.android.settings.notification.SoundSettings,Sounds and vibration,Sound mode
1636218980,com.android.settings.development.DevelopmentSettingsDashboardFragment,com.android.settings.development.DevelopmentSettingsDashboardFragment,Developer options,Bluetooth Audio Bits Per Sample
1637791345,com.android.settings.DisplaySettings,com.android.settings.DisplaySettings,Display,Edge panels
1646176540,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,com.samsung.android.accessibility.talkback.TalkBackPreferencesActivity,TalkBack Settings,Verbosity
1659425530,com.samsung.accessibility.vision.viewclear.AccessibilityViewClear,com.samsung.accessibility.Activities$AccessibilityViewClearActivity,Visibility enhancements,Add color filter
1660994157,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,com.samsung.android.messaging.ui.view.setting.mms.MultimediaMessagesSettingActivity,Multimedia messages,Auto retrieve
1670379963,com.samsung.accessibility.dexterity.AccessibilitySettingsMobility,com.samsung.accessibility.assistantmenu.settings.AssistantMenuSettingsFragment,Interaction and dexterity,Assistant menu
1676184651,com.sec.android.app.sbrowser.settings.SettingsActivity,com.sec.android.app.sbrowser.settings.SettingsActivity,Privacy and security,Smart anti-tracking
1677432841,com.samsung.android.settings.security.OtherSecuritySettings,com.samsung.android.settings.security.DataProtectionSettings,Other security settings,Strong protection
1681488022,com.samsung.android.settings.notification.SecVolumeSettings,com.samsung.android.settings.notification.SecVolumeSettings,Volume,System
1681982585,com.samsung.android.settings.lockscreen.LockAppShortcutSettings,com.samsung.android.settings.lockscreen.AppShortcutList,Shortcuts,Left shortcut
1683887859,com.android.settings.applications.specialaccess.SpecialAccessSettings,com.android.settings.applications.specialaccess.vrlistener.VrListenerSettings,Special access,VR helper services
1684035667,com.samsung.android.settings.DomesticSettings,com.samsung.android.settings.DomesticSettings,Service provider,My Wi-Fi home settings
1695084178,com.samsung.accessibility.homepage.AccessibilitySettings,com.samsung.accessibility.hearing.AccessibilitySettingsHearing,Accessibility,Hearing enhancements
1695265561,com.samsung.android.settings.lockscreen.LockScreenSettings,com.samsung.android.settings.lockscreen.FaceWidgetSettings,Lock screen,Widgets
1697804649,com.samsung.android.settings.usefulfeature.Usefulfeature,com.samsung.android.settings.usefulfeature.NewOneHandOperationSettings,Advanced features,One-handed mode
1697872446,com.samsung.android.honeyboard.settings.common.HoneyBoardSettingsActivity,com.samsung.android.honeyboard.settings.swipetouchandfeedback.defaultactivity.SwipeTouchGestureFeedBackSettings,Samsung Keyboard,"Swipe, touch, and feedback"
