_id,mnoname,smartwifirssia,smartwifirssib,smartwifirssic,smartwifirssiroveinwifionly,smartwifirssiroveoutwifionly,smartwifirssiroveinvoice,smartwifirsrp1,smartwifirsrp2,smartwifirsrp3,smartwifirsrqroveout,smartwifirsrqroveinweak,smartwifirsrqrovein,smartwificdmarssi,smartwifisnrrovein,smartwifisnrroveout,smartwifigsmeciorovein,smartwifigsmecioroveout,smartwifipingaddress,smartpktlosspercentl2w,smartpktlosspercentw2l,thresholdpingrttw2l,pingpacketcount,pingpackettimeout,rtprtcplossratepercent,rtprtcplossmaxcnt,thresholddpdlatency,threshold4grovein,threshold4groveout,threshold3grovein,threshold3groveout,threshold2grovein,threshold2groveout,sysseltimer,tepdgltetimer,tepdg1xtimer,tepdg1xscantimer,hodelaytimer,wifiipconfigtimer,tepdgqualitychecktimer,tepdgltemeasurementtimer,tepdgltemeasurementcount,tepdgwifimeasurementtimer,tepdgwifimeasurementcount,idimac,idiimsi,retry_enabled_for_always_on_apn,smartwifitimer,internet_pdn_keep_alive_timer,epdgserverip,dynamic_fqdn,dynamic_userfqdn,smart_wifi_ans_integration,smart_wifi_rtcp_integration,broadcast_ho_result,attach_pdn,alwayson_apntype,vowifi_pref,ondemand_pdn_handoff,is_throttle_enabled,pcscfv4vendorattr,pcscfv6vendorattr,imeivendorattr,netinterfacenum,epdgenable,emergency_apntype,is_dpd_allowed_in_connected_mode,is_ipv6_enabled,is_ipv6_preferred,certi_path,is_using_certi,handover_support,airplane_mode_support,roaming_support,wfc_call_menu,wfc_setting_menu,wfc_quicksetting_menu
192,Movistar_UY,-74,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,110,118,100,110,95,105,120,120,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc007.mcc748.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
193,Tim_BR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,189.40.172.57,0,1,1,1,1,default,ims,1,0,1,20,16390,16391,0,on,none,1,1,1,none,0,1,1,1,0,0,0
194,Claro_BR,-74,-82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.ims.mnc005.mcc724.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,0,0,on,none,1,0,0,none,0,1,1,1,1,1,1
195,Vivo_BR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc006.mcc724.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
196,Movistar_AR,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc007.mcc722.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
197,TMobile_AT,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc232.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,0,1
198,Batelco_BH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc001.mcc426.pub.3gppnetwork.org,1,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
199,Viva_BH,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc004.mcc426.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
200,Etisalat_EG,-72,-79,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc003.mcc602.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,0,0,none,0,1,0,1,1,1,1
201,Personal_AR,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,110,118,100,110,95,105,120,120,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc034.mcc722.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,0
202,Movistar_PE,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc006.mcc716.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
203,Claro_CO,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,5,5400000,epdg.ims.mnc101.mcc732.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,0,0,on,none,1,0,0,none,0,1,1,1,1,1,1
204,Claro_CL,-75,-85,0,0,0,0,-120,0,-118,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,118,120,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc003.mcc730.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
205,Wom_CL,-70,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc009.mcc730.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,1,1,0,none,0,1,1,1,1,1,1
206,Dialog_LK,-70,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc002.mcc413.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
207,Claro_UY,-75,-85,0,0,0,0,-120,0,-118,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,118,120,118,120,95,105,120,120,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc010.mcc748.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
208,Entel_CL,-70,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc001.mcc730.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16384,16386,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
209,Movistar_PA,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,200,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,1,1,1,0,5400000,w-apn.movistar.com.pa,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,0
210,Claro_DR,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc370.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
211,Orange_DO,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.epc.mnc001.mcc370.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,0
212,NOS_PT,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc003.mcc268.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,0,0,0,none,0,1,1,1,1,1,1
213,Vodafone_AL,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc002.mcc276.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,0,0,none,0,1,1,0,1,1,1
214,Claro_CR,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc003.mcc712.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
215,Claro_SV,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc001.mcc706.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
216,Claro_GT,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc001.mcc704.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
217,Claro_HN,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc001.mcc708.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
218,Claro_NI,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc021.mcc710.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
219,Claro_PA,-75,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,0,0,0,0,0,1,1,0,5400000,epdg.ims.mnc003.mcc714.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,0,none,0,1,1,1,1,1,1
220,Epic_CY,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc010.mcc280.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,1,1,1,1,1,1
221,Telecom_LI,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc005.mcc295.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,emergency,1,0,0,none,0,1,1,1,1,1,1
222,NRJ_FR,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,35,1,1000,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc026.mcc208.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,0,0,0,none,0,0,1,1,1,1,1
223,Claro_PR,-74,-85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,30,30,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.ims.mnc110.mcc330.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,16389,16390,16391,0,on,none,1,1,1,none,0,1,1,1,1,1,1
224,Lifecell_UA,-74,-85,0,0,0,0,-118,0,-110,0,0,0,0,0,0,0,-15,google.com,0,20,300,5,1,10,1,300,110,118,100,110,95,105,120,120,0,0,0,10,10,2,3,2,3,0,1,1,0,5400000,epdg.epc.mnc006.mcc255.pub.3gppnetwork.org,0,1,1,1,1,default,ims,1,0,1,20,21,16391,0,on,none,1,0,0,none,0,1,1,1,1,1,1
